Rekkefølge;År;Hovedlokalitet;Hovedlokkode;Sted;Nr;Mnd;Dag;Hab;Art;ArtPop;Vekt;Lengde;Lencm;Lengrcm;Kond;Kjønn;Stadium;Operculum;Alder;ALDOK;AltAld;AldMerkn;Mage;MC;Azygia;Gjeddemakk;Gjellelus;Muskel;SIA;Merknad;FG;Bosmina;Daphnia;Holoped;Bythotrep;Polyph;Leptodora;CyclCop;CalCop;Acantocycl;Littorale småkreps;Linsekreps;Krystallkr;Muslingkr;Marflo;Asell;Damsnegl;Skivesnegl;Gjellesnegl;Ertemusl;Luftins;ChirPup;ChirLarv;VårflPup;VårflLMHus;VårflLUHus;Døgnfll;Steinfll;Muddfll;Stankelbl;Vannbiller;Vannmidd;FiskUid;90pigg;sik;lagesild;UidCoreg;abbor;ørekyte;lake;gjedde;ørret;niøye;Egg;Annet;UidInsL;UidPlankt;Uid;Mageanmerkn;;piscivorous
893;2020;Vaggatem;1;RB;1062;9;7;2;2;2;11,5;100;10;10;1,15;2;1;+;2;1;-;;+;-;-;-;0;-;-;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1385;2020;Vaggatem;1;TB;1107;9;9;2;2;2;12,5;102;10,2;10;1,038531458;2;1;+;1;1;0;ser kun innerste sone;-;-;-;-;0;+;-;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
904;2020;Vaggatem;1;RB;1073;9;7;2;2;2;12;103;10,3;10;1,177902918;2;1;+;2;1;-;;+;-;-;-;0;-;-;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
223;2018;Vaggatem;1;TB;17;9;8;1;2;2;11,8;104;10,4;10;1,098169991;2;1;+;2;1;1;;+;-;-;-;0;-;-;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
233;2018;Vaggatem;1;TB;27;9;8;1;2;2;12,2;104;10,4;10;1,049015703;1;1;+;2;1;-;; +;-;-;-;0;+;-;whole fish frozen;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1388;2020;Vaggatem;1;TB;1110;9;9;2;2;2;12;104;10,4;10;1,084575558;2;1;+;2;1;-;; +;-;-;-;0;+;-;whole fish frozen;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1384;2020;Vaggatem;1;TB;1106;9;9;2;2;2;14,5;107;10,7;10;1,06679563;2;1;+;2;1;-;;+;-;-;-;0;-;-;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1383;2020;Vaggatem;1;TB;1105;9;9;2;2;2;13,4;108;10,8;10;8,329023288;1;1;       +;;;;;;          -;       -;          -;0;       +;1;;20;;;;;;;;;;;15;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;2018;Vaggatem;1;TB;29;9;8;1;2;2;14,2;109;10,9;10;1,183631921;2;1;+;2;1;-;;+;-;-;-;0;-;-;;20;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1382;2020;Vaggatem;1;TB;1104;9;9;2;2;2;15,3;112;11,2;11;1,063735203;1;1;+;2;1;-;;+;-;-;-;0;-;-;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
455;2019;Vaggatem;1;RB;1063;9;8;1;2;2;17,2;113;11,3;11;1,063735203;1;1;       +;;;;;;        -;        -;        -;0;        +;1;;5;;;;;;;;1;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;1;;rest;;
678;2019;Vaggatem;1;TB;1079;9;7;2;2;2;16,4;114;11,4;11;1,096500542;1;1;+;2;1;-;; +;-;-;-;0;+;-;whole fish frozen;10;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;0
5;2018;Vaggatem;1;RB;1155;9;7;1;2;2;20,6;117;11,7;11;1,217129977;1;1;       +;;;;;;        -;        -;        -;0;        +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
624;2019;Vaggatem;1;TB;1025;9;7;1;2;2;19,6;117;11,7;11;1,126972201;2;1;       +;;;;;;        -;        -;        -;2;        +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1378;2020;Vaggatem;1;TB;1100;9;9;2;2;2;20;118;11,8;11;1,141998497;2;1;       +;;;;;;        -;        -;        -;0;        +;1;;5;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1375;2020;Vaggatem;1;TB;1097;9;9;2;2;2;21,9;121;12,1;12;1,089023779;1;1;+;2;1;-;;+;-;-;-;0;-;-;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
680;2019;Vaggatem;1;TB;1081;9;7;2;2;2;23,8;123;12,3;12;1,192046279;2;1;+;2;1;-;;         +;           -;           -;           -;0;              +;                 -;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1376;2020;Vaggatem;1;TB;1098;9;9;2;2;2;22,3;124;12,4;12;1,106953287;1;1;+;2;1;-;;       +;           -;           -;0;0;        +;         -;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
681;2019;Vaggatem;1;TB;1082;9;7;2;2;2;23,4;124;12,4;12;1,228448159;1;1;       +;;;;;;          -;       -;          -;0;       +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
618;2019;Vaggatem;1;TB;1019;9;7;1;2;2;21,4;125;12,5;12;1,106953287;2;1;       +;;;;;;        -;        -;        -;0;        +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
422;2019;Vaggatem;1;RB;1030;9;8;1;2;2;25;125;12,5;12;1,147451578;1;1;       +;;;;;;        -;        -;        -;0;        +;1;;40;;;;;;;;;;;30;;;;5;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1159;2020;Vaggatem;1;TB;1049;9;8;2;2;2;25,6;127;12,7;12;1,249280842;2;1;       +;;;;;;          -;       -;          -;0;       -;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1377;2020;Vaggatem;1;TB;1099;9;9;2;2;2;26;132;13,2;13;1,144078244;2;1;       +;;;;;;        -;        -;        -;0;        +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
892;2020;Vaggatem;1;RB;1061;9;7;2;2;2;30,6;133;13,3;13;1,286203346;2;1;+;2;1;-;;        +;-;-;-;0;+;+;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1380;2020;Vaggatem;1;TB;1102;9;9;2;2;2;27,8;133;13,3;13;1,223766291;2;1;+;3;1;-;;       +;           -;           -;           -;1;        +;        +;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1364;2020;Vaggatem;1;TB;1086;9;9;2;2;2;30;134;13,4;13;1,223766291;2;1;       +;;;;;;          -;       -;          -;0;       +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1390;2020;Vaggatem;1;TB;1112;9;9;2;2;2;29,6;135;13,5;13;1,223766291;2;1;       +;;;;;;        -;        -;        -;0;        +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649;2019;Vaggatem;1;TB;1050;9;7;1;2;2;31;135;13,5;13;1,19291651;2;1;       +;;;;;;        -;        -;        -;0;        +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869;2020;Vaggatem;1;RB;1038;9;7;1;2;2;32,7;136;13,6;13;1,217261745;2;1;       +;;;;;;        -;        -;        -;1;        +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1381;2020;Vaggatem;1;TB;1103;9;9;2;2;2;29,2;136;13,6;13;1,217261745;1;1;+;3;1;4;;+;-;-;-;1;-;-;;40;;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1379;2020;Vaggatem;1;TB;1101;9;9;2;2;2;34,4;139;13,9;13;1,174963312;1;1;       +;;;;;;          -;       -;          -;0;       +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rest, ikke stingsild;;
31;2018;Vaggatem;1;RB;1181;9;7;1;2;2;33,4;139;13,9;13;1,115621731;1;1;       +;;;;;;        -;        -;        -;1;        +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;2018;Vaggatem;1;TB;25;9;8;1;2;2;35;141;14,1;14;1,186831628;1;1;       +;;;;;;          -;       -;          -;0;       +;1;;2;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1370;2020;Vaggatem;1;TB;1092;9;9;2;2;2;33,9;142;14,2;14;1,215277778;1;1;       +;;;;;;        -;        -;        -;0;        +;1;;50;;;;;;;;;;;40;;;;9;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
421;2019;Vaggatem;1;RB;1029;9;8;1;2;2;37,4;142;14,2;14;1,174105775;1;1;       +;;;;;;          -;       -;          -;0;       +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rest ;;
1371;2020;Vaggatem;1;TB;1093;9;9;2;2;2;33,4;143;14,3;14;1,236197907;2;1;+;2;1;-;;+;-;-;-;0;-;-;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1373;2020;Vaggatem;1;TB;1095;9;9;2;2;2;34,4;143;14,3;14;1,278973726;1;1;+;3;1;-;;       +;           -;           -;0;0;        +;         -;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
25;2018;Vaggatem;1;RB;1175;9;7;1;2;2;37,2;143;14,3;14;1,169606593;1;1;+;3;1;2;;+;-;-;-;0;-;-;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
866;2020;Vaggatem;1;RB;1035;9;7;1;2;2;39,8;143;14,3;14;1,279748917;2;2;       +;;;;;;          -;       -;          -;1;       +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
867;2020;Vaggatem;1;RB;1036;9;7;1;2;2;36,3;143;14,3;14;1,227300191;1;1;+;4;1;3;;       +;           -;           -;0;0;        +;         -;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;fiskerest;;1
1374;2020;Vaggatem;1;TB;1096;9;9;2;2;2;33,6;144;14,4;14;1,09568;2;1;+;3;1;-;;       +;           -;           -;           -;1;        +;        +;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
868;2020;Vaggatem;1;RB;1037;9;7;1;2;2;34,6;144;14,4;14;1,15712;1;1;       +;;;;;;        -;        -;        -;1;        +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
679;2019;Vaggatem;1;TB;1080;9;7;2;2;2;38,6;145;14,5;14;1,28;1;1;+;4;1;-;;         +;           -;           -;           -;0;              +;         -;;80;;;;;10;;;;;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1361;2020;Vaggatem;1;TB;1083;9;9;2;2;2;41;145;14,5;14;1,1297876;1;1;       +;;;;;;        -;        -;        -;0;        +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1369;2020;Vaggatem;1;TB;1091;9;9;2;2;2;37,9;145;14,5;14;1,159781961;1;1;       +;;;;;;        -;        -;        -;0;        +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
612;2019;Vaggatem;1;TB;1013;9;7;1;2;2;34,6;146;14,6;14;1,209772563;2;2;       +;;;;;;        -;        -;        -;0;        +;1;;40;;;;;;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;2018;Vaggatem;1;TB;6;9;8;1;2;2;39,2;146;14,6;14;1,249766279;2;2;+;3;1;-;;+;-;-;-;0;-;-;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
467;2019;Vaggatem;1;RB;1075;9;8;2;2;2;40,6;147;14,7;14;1,298585274;2;1;       +;;;;;;          -;       -;          -;0;       +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;2018;Vaggatem;1;RB;1182;9;7;1;2;2;41,6;147;14,7;14;1,165225307;1;1;       +;;;;;;          -;       -;          -;0;       +;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;2018;Vaggatem;1;RB;1169;9;7;1;2;2;46;149;14,9;14;1,130450511;2;1;+;4;1;-;;+;-;-;-;1;-;-;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
219;2018;Vaggatem;1;TB;13;9;8;1;2;2;49,2;150;15;15;1,300668144;2;2;+;3;1;-;;+;-;-;-;0;-;-;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
420;2019;Vaggatem;1;RB;1028;9;8;1;2;2;41,2;150;15;15;1,181652758;1;1;+;4;1;-;;+;-;-;-;0;-;-;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
230;2018;Vaggatem;1;TB;24;9;8;1;2;2;38,8;151;15,1;15;1,246828899;1;1;+;4;1;-;;+;-;-;-;0;-;-;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
674;2019;Vaggatem;1;TB;1075;9;7;2;2;2;45,6;152;15,2;15;1,203068638;2;2;+;3;1;-;;+;-;-;-;0;-;-;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
891;2020;Vaggatem;1;RB;1060;9;7;2;2;2;45,7;153;15,3;15;1,259970533;1;1;+;4;1;-;;       +;           -;           -;           -;0;        +;         -;;30;;;;;;;;;;;20;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
634;2019;Vaggatem;1;TB;1035;9;7;1;2;2;44,6;154;15,4;15;1,299963108;2;2;+;3;1;-;;+;-;-;-;1;+;-;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
34;2018;Vaggatem;1;RB;1184;9;7;1;2;2;52;155;15,5;15;1,160823326;2;1;+;3;1;-;;+;-;-;-;0;-;-;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
222;2018;Vaggatem;1;TB;16;9;8;1;2;2;45,8;156;15,6;15;1,280896508;1;1;+;3;1;-;;+;-;-;-;0;-;-;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
36;2018;Vaggatem;1;RB;1186;9;7;1;2;2;50,2;156;15,6;15;1,243661145;2;1;+;3;1;-;;        +;-;-;-;1;-;-;;40;;;;;;;;;;;35;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;0
